"","SYMBOL","ENTREZID","R"
"6618","OR6K3","391114",-0.0579834069228584
"6619","OR6K2","81448",-0.11949297493127
"6620","OR6F1","343169",-0.273259784097734
"6621","OR6C76","390326",0.047565165682136
"6622","OR6C75","390323",-0.168872811691273
"6623","OR6C74","254783",-0.0144695027621029
"6624","OR6C70","390327",0.248525226710546
"6625","OR6C68","403284",-0.0196407919563678
"6626","OR6C65","403282",-0.0461661782130155
"6627","OR6C6","283365",0.205206586961439
"6628","OR6C4","341418",-0.0604465678605874
"6629","OR6C3","254786",0.0355902802602831
"6630","OR6C2","341416",0.0958475340933698
"6631","OR6C1","390321",0.0918409564670563
"6632","OR6B3","150681",-0.299893054492318
"6633","OR6B2","389090",-0.149787033195782
"6634","OR6B1","135946",-0.117285004997662
"6635","OR6A2","8590",-0.123946687957884
"6636","OR5W2","390148",-0.0660571669989543
"6637","OR5V1","81696",0.0723894827223368
"6639","OR5T3","390154",0.123250718248113
"6640","OR5T2","219464",-0.232429563232735
"6641","OR5T1","390155",-0.148831608097756
"6643","OR5P3","120066",0.0487206819972054
"6644","OR5P2","120065",0.00953811245486887
"6645","OR5M9","390162",0.0377427725994505
"6646","OR5M8","219484",0.128896771805827
"6647","OR5M3","219482",0.378321308594989
"6648","OR5M11","219487",-0.461389393509309
"6649","OR5M10","390167",0.00903625036258784
"6650","OR5L2","26338",-0.0488013565365317
"6651","OR5L1","219437",0.104584426866527
"6652","OR5K4","403278",0.185954632236466
"6653","OR5K3","403277",-0.0259377567283278
"6654","OR5K2","402135",-0.187639044086605
"6655","OR5K1","26339",0.0558012082929504
"6656","OR5J2","282775",-0.129376843945176
"6657","OR5I1","10798",-0.425641939293219
"6658","OR5H6","79295",0.0741225809835656
"6659","OR5H2","79310",-0.177454915805494
"6660","OR5H15","403274",-0.235951290548226
"6661","OR5H14","403273",0.0399702620304823
"6662","OR5H1","26341",-0.32527056474283
"6663","OR5F1","338674",0.0685800182215445
"6664","OR5D18","219438",-0.0183753186865939
"6665","OR5D16","390144",0.126775259075162
"6666","OR5D14","219436",0.00209705981604335
"6667","OR5D13","390142",-0.0165901967365392
"6668","OR5C1","392391",0.410256560861898
"6671","OR5B3","441608",-0.0993783038433256
"6672","OR5B21","219968",0.0650742485853085
"6673","OR5B2","390190",-0.457080590554648
"6674","OR5B17","219965",-0.172124393856797
"6675","OR5B12","390191",-0.129920877248808
"6677","OR5AU1","390445",-0.315454875964745
"6679","OR5AS1","219447",-0.0269876255230404
"6680","OR5AR1","219493",0.0259125851310323
"6681","OR5AP2","338675",-0.0614695207305166
"6682","OR5AN1","390195",0.0714189447542565
"6683","OR5AK2","390181",0.0753586486836542
"6684","OR5AC2","81050",-0.126089589394779
"6685","OR5A2","219981",-0.20299377011911
"6686","OR5A1","219982",0.118630354285905
"6687","OR56B4","196335",0.00544973199386593
"6688","OR56B1","387748",0.0103588394103538
"6689","OR56A4","120793",0.199063853751554
"6690","OR56A3","390083",-0.104495693738479
"6691","OR56A1","120796",-0.218796379990522
"6692","OR52W1","120787",0.0186475330040994
"6693","OR52R1","119695",-0.156534478439632
"6694","OR52N5","390075",-0.365707402706276
"6695","OR52N4","390072",-0.0811870918964575
"6696","OR52N2","390077",-0.347118692634657
"6697","OR52N1","79473",-0.407185369059301
"6698","OR52M1","119772",-0.186861390628596
"6699","OR52L1","338751",0.289174180211994
"6700","OR52K2","119774",-0.10171226825002
"6701","OR52K1","390036",0.0306808105860465
"6702","OR52J3","119679",-0.0366089684675949
"6703","OR52I2","143502",0.13976310863395
"6704","OR52I1","390037",0.117352673052631
"6705","OR52H1","390067",-0.31275684285513
"6706","OR52E8","390079",-0.0357055936040761
"6707","OR52E6","390078",-0.50906302970108
"6708","OR52E4","390081",-0.0434757765737491
"6709","OR52E2","119678",0.0727335017319797
"6710","OR52D1","390066",-0.399384678622032
"6711","OR52B6","340980",-0.402284142852008
"6712","OR52B4","143496",-0.0728392308611027
"6713","OR52B2","255725",-0.280766086805318
"6714","OR52A5","390054",0.00445758975587262
"6716","OR52A1","23538",-0.273456955456816
"6717","OR51V1","283111",0.209534419815046
"6718","OR51T1","401665",-0.0706711848491632
"6719","OR51S1","119692",-0.501783055242653
"6720","OR51Q1","390061",-0.162864310237701
"6721","OR51M1","390059",-0.0287126702249071
"6722","OR51L1","119682",0.107575666461829
"6723","OR51I2","390064",0.153625198978808
"6724","OR51I1","390063",-0.149205779431882
"6725","OR51G2","81282",-0.109885081225155
"6726","OR51G1","79324",-0.127932096461863
"6727","OR51F2","119694",0.0224059748061408
"6728","OR51F1","256892",-0.17436015826596
"6729","OR51E2","81285",-0.266812835244343
"6730","OR51E1","143503",-0.0212380403415133
"6731","OR51D1","390038",-0.0426573888205241
"6732","OR51B6","390058",-0.217266837334232
"6733","OR51B5","282763",-0.0328710347511006
"6734","OR51B4","79339",-0.0938534160359518
"6735","OR51B2","79345",-0.360886479397769
"6736","OR51A7","119687",-0.0438481407079217
"6737","OR51A4","401666",-0.394444492920536
"6738","OR51A2","401667",-0.0443209500107235
"6739","OR4X2","119764",0.033864358071752
"6740","OR4X1","390113",0.127504961049029
"6741","OR4S2","219431",-0.078093548551796
"6742","OR4S1","256148",-0.0344513233578468
"6743","OR4Q3","441669",-0.149665302514431
"6744","OR4P4","81300",0.145165235597756
"6745","OR4N5","390437",-0.318729583095809
"6746","OR4N4","283694",-0.230940482098751
"6747","OR4N2","390429",0.153365085757948
"6748","OR4M2","390538",0.0746279166356304
"6749","OR4M1","441670",-0.0389270371529361
"6750","OR4L1","122742",-0.114103200431583
"6751","OR4K5","79317",0.0219627075663429
"6752","OR4K2","390431",-0.395904681518621
"6753","OR4K17","390436",0.0625796705614323
"6754","OR4K15","81127",-0.317982799199417
"6755","OR4K14","122740",0.0356528142602873
"6756","OR4K13","390433",-0.226024994554695
"6757","OR4K1","79544",-0.136594832539447
"6758","OR4F6","390648",0.0236112224122316
"6759","OR4F5","79501",-0.153354815810898
"6760","OR4F4","26682",-0.289719658559754
"6761","OR4F3","26683",-0.0160204619231679
"6762","OR4F21","441308",-0.195639749007171
"6763","OR4F15","390649",-0.0462514004109909
"6764","OR4E2","26686",-0.0616314376905123
"6765","OR4D9","390199",-0.140280334434201
"6766","OR4D6","219983",-0.482384741834605
"6767","OR4D5","219875",-0.29581939673259
"6768","OR4D2","124538",-0.17042007637798
"6769","OR4D11","219986",0.0548193200837561
"6770","OR4D10","390197",-0.0885908003435704
"6771","OR4D1","26689",-0.162590998736876
"6772","OR4C6","219432",-0.11015305822264
"6773","OR4C46","119749",-0.223318977982046
"6774","OR4C45","403257",-0.14313048303482
"6775","OR4C3","256144",-0.209452837839802
"6776","OR4C16","219428",-0.0582108427645032
"6777","OR4C15","81309",-0.00323319345595284
"6778","OR4C13","283092",-0.135511601637788
"6779","OR4C12","283093",-0.0837452020385583
"6780","OR4C11","219429",-0.321042600636336
"6781","OR4B1","119765",0.0116203373498273
"6782","OR4A5","81318",0.203314342588224
"6783","OR4A47","403253",0.125316204799597
"6784","OR4A16","81327",-0.100885994786828
"6785","OR4A15","81328",0.0586016590003532
"6787","OR3A3","8392",0.249814276553846
"6788","OR3A2","4995",0.260498208735074
"6789","OR3A1","4994",-0.131343236584636
"6790","OR2Z1","284383",-0.0460275503860801
"6791","OR2Y1","134083",-0.101078372471612
"6793","OR2W3","343171",-0.278081329594381
"6794","OR2W1","26692",-0.02698384677724
"6795","OR2V2","285659",-0.0479858910537506
"6796","OR2T8","343172",-0.162041139729106
"6797","OR2T6","254879",-0.12223598971689
"6798","OR2T5","401993",-0.196387015514034
"6799","OR2T4","127074",0.0171091715369462
"6800","OR2T35","403244",-0.0654007587531913
"6801","OR2T33","391195",-0.220859994118349
"6802","OR2T3","343173",-0.321961947147587
"6803","OR2T27","403239",-0.41042272644354
"6804","OR2T12","127064",-0.109544312463324
"6805","OR2T11","127077",-0.179245756807054
"6806","OR2T10","127069",-0.0791271698847963
"6807","OR2T1","26696",0.173130044434801
"6808","OR2S2","56656",-0.0521274117659729
"6809","OR2M7","391196",-0.0837776662368674
"6810","OR2M5","127059",-0.0755234423194844
"6811","OR2M4","26245",-0.0668620013610003
"6812","OR2M3","127062",0.367047924672026
"6813","OR2M2","391194",-0.193435819166868
"6814","OR2M1P","388762",0.093935691573784
"6815","OR2L8","391190",0.00168558819965797
"6816","OR2L3","391192",0.0178807388242586
"6817","OR2L2","26246",-0.0365333467248471
"6818","OR2L1P","26247",0.109383984288266
"6819","OR2L13","284521",-0.0695319472200587
"6820","OR2K2","26248",-0.0582307442228036
"6821","OR2J3","442186",-0.0857894779693791
"6822","OR2J2","26707",0.00190459107139205
"6823","OR2H2","7932",-0.472518682131574
"6824","OR2H1","26716",-0.205921856034415
"6825","OR2G6","391211",-0.00701311209827006
"6826","OR2G3","81469",-0.0297972026334301
"6827","OR2G2","81470",0.121482857430778
"6828","OR2F2","135948",-0.222354878091622
"6829","OR2F1","26211",-0.0775573012218259
"6830","OR2D3","120775",-0.271871658399948
"6831","OR2D2","120776",0.0962270472172848
"6832","OR2C3","81472",0.298743521246666
"6833","OR2C1","4993",-0.0307447721315477
"6834","OR2B6","26212",-0.16988697159901
"6835","OR2B3","442184",-0.028132814777197
"6836","OR2B2","81697",-0.0358492756489142
"6837","OR2B11","127623",0.139957872275435
"6838","OR2AT4","341152",-0.0791158526709403
"6839","OR2AK2","391191",0.0901873868118234
"6840","OR2AG2","338755",-0.203401320179471
"6841","OR2AG1","144125",-0.240006636686849
"6842","OR2AE1","81392",0.0149460574051368
"6843","OR2A9P","441295",0.130908433357774
"6844","OR2A7","401427",0.200984855243573
"6845","OR2A5","393046",-0.140588260610919
"6846","OR2A42","402317",0.121988830495338
"6847","OR2A25","392138",-0.121141412030062
"6848","OR2A20P","401428",-0.0188968906493608
"6849","OR2A2","442361",-0.274308325205602
"6850","OR2A14","135941",0.1675608882326
"6851","OR2A12","346525",-0.375936128909388
"6852","OR2A1","346528",0.0698390620851915
"6853","OR1S2","219958",-0.149365237933605
"6854","OR1S1","219959",-0.321283345398512
"6855","OR1Q1","158131",0.171837032579519
"6856","OR1N2","138882",-0.0437139471493177
"6857","OR1N1","138883",-0.253674983254831
"6858","OR1M1","125963",-0.0330184746240284
"6859","OR1L8","138881",-0.20090955711408
"6860","OR1L6","392390",-0.132450957207119
"6861","OR1L4","254973",-0.371933416749534
"6862","OR1L3","26735",-0.0383379983962228
"6863","OR1L1","26737",-0.173556374045978
"6864","OR1K1","392392",0.215283758426431
"6865","OR1J4","26219",-0.0661313338301332
"6866","OR1J2","26740",-0.118381426804859
"6867","OR1J1","347168",-0.291979754540888
"6868","OR1I1","126370",-0.242984346866269
"6869","OR1G1","8390",-0.0507080853401777
"6871","OR1F1","4992",-0.160192189632364
"6872","OR1E2","8388",0.00971504911546938
"6873","OR1E1","8387",0.217217740666078
"6874","OR1D4","653166",-0.0245155631259859
"6875","OR1D2","4991",0.0283396289855133
"6876","OR1C1","26188",0.0600054881173359
"6877","OR1B1","347169",0.0839554554711571
"6878","OR1A2","26189",-0.131714769643203
"6879","OR1A1","8383",0.104389763278655
"6880","OR13J1","392309",-0.109445240252637
"6881","OR13H1","347468",0.358901201409593
"6882","OR13G1","441933",-0.103621623375395
"6883","OR13F1","138805",-0.0654128784554435
"6884","OR13D1","286365",0.0501271266580361
"6885","OR13C9","286362",-0.208873707214312
"6886","OR13C8","138802",-0.369381254654646
"6887","OR13C5","138799",-0.27725415237489
"6888","OR13C4","138804",-0.211714099524463
"6889","OR13C3","138803",0.161296672753253
"6890","OR13C2","392376",0.119805047794902
"6891","OR13A1","79290",-0.0265242158262534
"6892","OR12D3","81797",0.184619003245077
"6893","OR12D2","26529",-0.0870367650983439
"6894","OR11L1","391189",-0.355197605628965
"6895","OR11H6","122748",-0.0649154372782277
"6896","OR11H4","390442",-0.258331787285316
"6897","OR11H12","440153",-0.0261591694095906
"6898","OR11H1","81061",0.132200173190652
"6899","OR11G2","390439",-0.0295103159521913
"6900","OR11A1","26531",-0.09918549663857
"6901","OR10Z1","128368",-0.363156981381373
"6902","OR10X1","128367",-0.017603930086737
"6903","OR10W1","81341",-0.00595451615698612
"6904","OR10V1","390201",0.158324172143544
"6905","OR10T2","128360",-0.213373711243854
"6906","OR10S1","219873",-0.0453755514702451
"6907","OR10R2","343406",-0.0436314509042894
"6908","OR10Q1","219960",-0.398504938173109
"6909","OR10P1","121130",-0.256921272364002
"6910","OR10K2","391107",-0.246330655062117
"6911","OR10K1","391109",-0.104597764101796
"6912","OR10J5","127385",-0.215681808362085
"6913","OR10J3","441911",0.362166421772328
"6914","OR10J1","26476",0.192447161168754
"6915","OR10H5","284433",0.104659188060373
"6916","OR10H4","126541",-0.187511498526658
"6917","OR10H3","26532",0.0252104351723704
"6918","OR10H2","26538",-0.0681595628749108
"6919","OR10H1","26539",-0.0710010779800562
"6920","OR10G9","219870",-0.021070256631101
"6921","OR10G8","219869",-0.0261742772090588
"6922","OR10G7","390265",-0.283100562785644
"6923","OR10G4","390264",-0.0981832575137528
"6924","OR10G3","26533",0.0672374016560226
"6925","OR10G2","26534",-0.0536912919694256
"6926","OR10C1","442194",0.127954358549271
"6927","OR10AG1","282770",-0.0441326228463528
"6928","OR10AD1","121275",-0.235711002363813
"6929","OR10A7","121364",-0.348494492210448
"6930","OR10A6","390093",-0.0122438304383967
"6931","OR10A5","144124",0.242315779420707
"6932","OR10A4","283297",-0.0544762432781476
"6933","OR10A3","26496",0.232929915123253
"6934","OR10A2","341276",0.029119541786883
"6935","OPTN","10133",-0.158846437731034
"6936","OPTC","26254",-0.304452008605036
"6938","OPRM1","4988",0.0175799790924183
"6939","OPRL1","4987",0.078913995749879
"6940","OPRK1","4986",0.0401830855221413
"6941","OPRD1","4985",-0.295344363825834
"6942","OPN5","221391",0.147999883669687
"6943","OPN4","94233",-0.483628678974859
"6944","OPN3","23596",0.439215074684215
"6945","OPN1SW","611",0.186762764827146
"6946","OPN1MW","2652",-0.102496595809955
"6947","OPN1LW","5956",-0.116900296389694
"6948","OPLAH","26873",0.238790294054926
"6949","OPHN1","4983",0.130767260979331
"6950","OPCML","4978",0.217546756370627
"6951","OPA3","80207",0.0979636405084042
"6952","OPA1","4976",0.276581561982795
"6953","ONECUT3","390874",-0.289531195812778
"6954","ONECUT2","9480",0.0474419547889902
"6955","ONECUT1","3175",0.0958240133847477
"6956","OMP","4975",0.205167884749309
"6957","OMG","4974",-0.0893815094647938
"6958","OMD","4958",0.119538236995835
"6959","OMA1","115209",-0.304269517890049
"6960","OLR1","4973",0.261323186101305
"6961","OLIG3","167826",-0.336153336782899
"6962","OLIG2","10215",0.0409137482728377
"6963","OLFML3","56944",-0.123517173291685
"6964","OLFML2B","25903",0.237993282936254
"6965","OLFML2A","169611",0.151691793893228
"6966","OLFML1","283298",-0.0406703349232335
"6967","OLFM4","10562",0.177250569211411
"6968","OLFM3","118427",-0.0589733822795751
"6969","OLFM2","93145",0.229527137394199
"6970","OLFM1","10439",0.0735984083367164
"6971","OIT3","170392",0.00720801267550347
"6972","OIP5","11339",0.32718830848697
"6973","OGT","8473",0.165910316771601
"6974","OGN","4969",-0.0626854666197232
"6975","OGG1","4968",0.254746656455272
"6976","OGFRL1","79627",-0.184163409984984
"6977","OGFR","11054",-0.0560814980450523
"6978","OGFOD2","79676",-0.271349801433895
"6979","OGFOD1","55239",0.28854939747319
"6980","OGDHL","55753",-0.152356055601759
"6981","OGDH","4967",-0.0866091122145666
"6982","OFD1","8481",-0.175582596158781
"6983","OFCC1","266553",0.118739475614562
"6987","ODF4","146852",0.179539784659191
"6989","ODF2L","57489",-0.269767171708488
"6990","ODF2","4957",-0.0661178138594683
"6991","ODF1","4956",-0.164506322255121
"6992","ODC1","4953",-0.0764422031025236
"6993","OCRL","4952",0.202847030580139
"6994","OCM","654231",-0.030515341197337
"6995","OCLN","100506658",-0.0318995277260753
"6997","OCIAD2","132299",0.134482130649389
"6998","OCIAD1","54940",-0.275702145806101
"6999","OCA2","4948",-0.11356167954536
"7000","OC90","729330",-0.0254559869098538
"7001","OBSCN","84033",-0.154736338845796
"7002","OBP2A","29991",-0.1058548450242
"7006","OAZ3","51686",-0.0911961265302549
"7007","OAZ1","4946",-0.172509968325869
"7009","OAT","4942",0.256653609118399
"7010","OASL","8638",0.0264059209284961
"7011","OAS3","4940",-0.130952104987495
"7012","OAS2","4939",0.183592933919229
"7013","OAS1","4938",0.133837814852985
"7014","OAF","220323",0.222260334657682
"7017","NYX","60506",-0.270644174378545
"7024","NXT2","55916",-0.236471044340746
"7025","NXT1","29107",0.451025662120112
"7026","NXPH4","11247",-0.0138599204156095
"7027","NXPH3","11248",-0.0392258165421667
"7028","NXPH2","11249",-0.0338973995656344
"7029","NXPH1","30010",-0.134283964813886
"7030","NXN","64359",-0.170799129663892
"7031","NXF5","55998",-0.093031700424509
"7032","NXF4","55999",-0.00960699688849002
"7033","NXF3","56000",0.129630777219015
"7034","NXF2","56001",-0.079946035176309
"7035","NXF1","10482",0.12105671171886
"7036","NVL","4931",0.171787096170213
"7037","NUTF2","10204",-0.187114897177711
"7039","NUSAP1","51203",0.324831292172999
"7040","NUS1","116150",-0.132183327144141
"7041","NUPR1","26471",0.254702475958872
"7044","NUP98","4928",-0.0278616989134065
"7045","NUP93","9688",0.271569694947292
"7046","NUP88","4927",0.111996531389224
"7047","NUP85","79902",0.450642455485053
"7048","NUP62","23636",0.400604298357546
"7049","NUP54","53371",0.0251316665555835
"7050","NUP50","10762",-0.016058954366337
"7051","NUP43","348995",0.0730257536945288
"7052","NUP37","79023",0.533286089345945
"7053","NUP35","129401",0.316923872451615
"7054","NUP214","8021",0.0911911745814136
"7055","NUP210L","91181",-0.242989385464282
"7056","NUP210","23225",0.262803001469067
"7057","NUP205","23165",0.295276390740808
"7058","NUP188","23511",0.326927784232774
"7059","NUP160","23279",0.250659387310487
"7060","NUP155","9631",0.297328965017348
"7061","NUP153","9972",0.0824053663978401
"7062","NUP133","55746",0.299785011019517
"7063","NUP107","57122",0.174271070991408
"7064","NUMBL","9253",-0.178717356470449
"7065","NUMB","8650",-0.240088900065929
"7066","NUMA1","4926",0.0795869960951749
"7068","NUFIP2","57532",-0.111694501625347
"7069","NUFIP1","26747",-0.122711461109967
"7070","NUF2","83540",-0.127596368370191
"7071","NUDT9P1","119369",0.503164723953449
"7072","NUDT9","53343",0.519425890419363
"7073","NUDT8","254552",-0.241334875375929
"7074","NUDT6","11162",0.112122885896205
"7075","NUDT5","11164",-0.278141010157072
"7077","NUDT4","11163",0.00193304359275485
"7078","NUDT3","11165",0.0116757848634626
"7079","NUDT22","84304",0.272219833170985
"7080","NUDT21","11051",-0.229824425376868
"7081","NUDT2","318",0.345629540993103
"7082","NUDT18","79873",0.469361969601935
"7083","NUDT17","200035",-0.336983885564955
"7084","NUDT16L1","84309",0.0881838796568642
"7085","NUDT16","131870",0.171230731739679
"7086","NUDT15","55270",-0.253645293441255
"7087","NUDT14","256281",0.272965853974082
"7088","NUDT13","25961",0.185870512348318
"7089","NUDT12","83594",-0.0947977631401583
"7090","NUDT11","55190",0.0113444999552821
"7091","NUDT10","170685",-0.0953289920634702
"7092","NUDT1","4521",-0.0267717499471574
"7093","NUDCD3","23386",0.340527376234648
"7094","NUDCD2","134492",-0.16436410172646
"7095","NUDCD1","84955",0.0356465645544495
"7096","NUDC","10726",0.273530757013253
"7097","NUCKS1","64710",-0.365313504466775
"7098","NUCB2","4925",-0.216387087786393
"7099","NUCB1","4924",0.0519897946898227
"7100","NUBPL","80224",-0.313758335871831
"7101","NUBP2","10101",0.46517923621072
"7102","NUBP1","4682",0.254124805585435
"7103","NUB1","51667",0.249138090464028
"7104","NUAK2","81788",-0.229500339950261
"7105","NUAK1","9891",0.0577368723084608
"7106","NTSR2","23620",-0.114530203936698
"7107","NTSR1","4923",-0.162122121334804
"7108","NTS","4922",-0.0334449396187768
"7109","NTRK3","4916",-0.0602543164911873
"7110","NTRK2","4915",-0.0912388142108811
"7111","NTRK1","4914",-0.0214877707668134
"7112","NTNG2","84628",-0.0517774103671196
"7113","NTNG1","22854",0.0861428555248589
"7114","NTN4","59277",0.0597769041736539
"7116","NTN1","9423",0.185600105096643
"7117","NTHL1","4913",0.429520432452465
"7119","NTF3","4908",-0.297861289131838
"7121","NTAN1","123803",-0.263347564445533
"7122","NT5M","56953",-0.0478600899152897
"7123","NT5E","4907",0.0175594981749183
"7124","NT5DC3","51559",0.197659518479019
"7125","NT5DC2","64943",-0.0748196537096449
"7126","NT5DC1","221294",-0.237140598194525
"7129","NT5C2","22978",-0.387419971668797
"7130","NT5C1B","93034",-0.0691975847288183
"7131","NT5C1A","84618",-0.0252465963917409
"7132","NT5C","30833",0.0869244728780328
"7133","NSUN7","79730",-0.0826558656176616
"7134","NSUN6","221078",-0.057208060917091
"7137","NSUN5","55695",0.0495867400484392
"7138","NSUN4","387338",0.287667058632388
"7139","NSUN3","63899",0.0246053696109228
"7140","NSUN2","54888",0.276446978130487
"7141","NSMCE1","197370",0.23558812571039
"7142","NSMAF","8439",0.0304668746222274
"7143","NSL1","25936",0.0471066600797864
"7144","NSFL1C","55968",0.168312232858974
"7145","NSF","4905",0.48278516362797
"7146","NSDHL","50814",0.344743673707654
"7147","NSD1","64324",0.127261207743831
"7150","NRXN3","9369",0.0407363232560042
"7151","NRXN2","9379",-0.308313933976023
"7152","NRXN1","9378",0.14089659079777
"7153","NRTN","4902",0.231308182145251
"7154","NRP2","8828",0.0940842604969908
"7155","NRP1","8829",0.138072771271559
"7156","NRN1","51299",0.240949156311472
"7157","NRM","11270",-0.0290472677337431
"7158","NRL","4901",-0.216998750161754
"7159","NRK","203447",-0.215062560091338
"7160","NRIP3","56675",-0.0164061823988657
"7161","NRIP2","83714",-0.150225648936599
"7162","NRIP1","8204",0.0400398595059991
"7163","NRGN","4900",-0.267609662874771
"7164","NRG4","145957",-0.156760117025624
"7165","NRG3","10718",0.00146416748929511
"7166","NRG2","9542",-0.0633696853747781
"7167","NRG1","3084",0.12984102101928
"7168","NRF1","4899",0.0449450757523696
"7170","NRCAM","4897",-0.201076937130716
"7171","NRBP2","340371",-0.0469438568580079
"7172","NRBP1","29959",-0.117638246517565
"7173","NRAS","4893",0.320970639450948
"7174","NRAP","4892",0.0894518920094046
"7175","NR6A1","2649",0.182650411390125
"7176","NR5A2","2494",0.106613895121713
"7177","NR5A1","2516",-0.0538189760899262
"7178","NR4A3","8013",-0.284709817944541
"7179","NR4A2","4929",-0.278233618308997
"7180","NR4A1","3164",-0.433749380754206
"7181","NR3C2","4306",-0.0683468847788383
"7182","NR3C1","2908",-0.245632012812667
"7183","NR2F6","2063",0.234003053864371
"7184","NR2F2","7026",0.18088608596637
"7185","NR2F1","7025",-0.138481158706797
"7186","NR2E3","10002",-0.171286499945468
"7187","NR2E1","7101",0.144299987323738
"7188","NR2C2","7182",0.280977168227102
"7189","NR2C1","7181",0.365180812386069
"7190","NR1I3","9970",0.129958509145883
"7191","NR1I2","8856",0.0702908412065212
"7192","NR1H4","9971",-0.159083021284302
"7193","NR1H3","10062",-0.0600999376547033
"7194","NR1H2","7376",0.0437397350360873
"7195","NR1D2","9975",0.0449526567776878
"7196","NR1D1","9572",-0.543419653050896
"7197","NR0B2","8431",0.226365862341736
"7198","NR0B1","190",-0.188943658970283
"7199","NQO2","4835",-0.149286606336443
"7200","NQO1","1728",0.484240137043949
"7201","NPY6R","4888",-0.0974121255617714
"7202","NPY5R","4889",-0.346668820086499
"7203","NPY2R","4887",-0.0557668334222787
"7204","NPY","4852",-0.202160958247331
"7205","NPTXR","23467",-0.242643504811199
"7206","NPTX2","4885",0.420553284483801
"7207","NPTX1","4884",0.477960109836009
"7208","NPTN","27020",0.0382545827175292
"7209","NPR3","4883",0.166372489756808
"7210","NPR2","4882",0.12774665129246
"7211","NPR1","4881",0.203592172608875
"7212","NPPC","4880",-0.199462085067526
"7213","NPPB","4879",0.0747559353446048
"7214","NPPA","4878",0.0205903342461432
"7215","NPNT","255743",-0.00478568128288116
"7216","NPM3","10360",0.346780521926357
"7217","NPM2","10361",-0.0618514005821345
"7218","NPM1","4869",-0.191062254081553
"7219","NPLOC4","55666",0.167657448987043
"7220","NPL","80896",0.0419359936884656
"7222","NPHS2","7827",0.127767843897668
"7223","NPHS1","4868",-0.236223493569858
"7224","NPHP4","261734",0.605767639686696
"7225","NPHP3","27031",0.529880218861533
"7226","NPHP1","4867",-0.171089955656145
"7227","NPFFR2","10886",-0.109819357998294
"7228","NPFFR1","64106",-0.0815289952939882
"7229","NPFF","8620",0.0444876902972678
"7230","NPEPPS","9520",0.0655222477067802
"7231","NPEPL1","79716",-0.00943400676371899
"7232","NPDC1","56654",0.186310637355729
"7233","NPC2","10577",0.470982654814282
"7234","NPC1L1","29881",-0.0494432838218786
"7235","NPC1","4864",0.500170435411749
"7236","NPBWR2","2832",-0.218328588372097
"7237","NPBWR1","2831",0.0418324276183836
"7238","NPB","256933",-0.0536155740254678
"7239","NPAT","4863",-0.0114059686352198
"7240","NPAS4","266743",-0.106538460474855
"7241","NPAS3","64067",0.357427487173423
"7242","NPAS2","4862",0.0173253184001946
"7243","NPAS1","4861",-0.148901665681113
"7248","NOXO1","124056",-0.0609967599120292
"7249","NOXA1","10811",-0.140760344432501
"7250","NOX5","79400",0.0797309857314958
"7251","NOX4","50507",-0.0283422618149475
"7252","NOX3","50508",-0.15671269441683
"7253","NOX1","27035",-0.050499576236369
"7254","NOVA2","4858",0.0701778980186885
"7255","NOVA1","4857",-0.0778264770881135
"7257","NOTUM","147111",0.00193148859092777
"7258","NOTCH4","4855",0.198492381608973
"7259","NOTCH3","4854",-0.186683540799374
"7261","NOTCH2","4853",-0.0851266133277038
"7262","NOTCH1","4851",-0.16543321435432
"7263","NOSTRIN","115677",-0.00297377349791063
"7264","NOSIP","51070",-0.000154081730691803
"7265","NOS3","4846",0.268540254809291
"7267","NOS1AP","9722",0.0713191473945693
"7268","NOS1","4842",-0.0596141361016594
"7271","NONO","4841",0.263598844404707
"7272","NOMO3","408050",0.228600043213068
"7273","NOMO2","283820",-0.319799665255042
"7274","NOMO1","23420",-0.157605744328199
"7275","NOM1","64434",-0.454106119727557
"7276","NOLC1","9221",0.189596489040484
"7280","NOL9","79707",0.228051596866423
"7281","NOL8","55035",-0.256462358359545
"7282","NOL7","51406",0.417987970226076
"7283","NOL6","65083",-0.080932220740101
"7285","NOL4","8715",-0.0664014294001113
"7286","NOL3","8996",0.237687577880231
"7287","NOL12","79159",0.241642058481181
"7288","NOL11","25926",0.217047229741227
"7289","NOL10","79954",-0.613655176354973
"7291","NOG","9241",-0.166437359404928
"7292","NODAL","4838",0.037354206657082
"7296","NOD1","10392",0.0254949098745829
"7297","NOC4L","79050",0.20400132548539
"7298","NOC3L","64318",-0.0477651781733313
"7299","NOC2L","26155",0.0917639930243354
"7300","NOBOX","135935",-0.137383612224526
"7302","NNT","23530",0.0756940671737571
"7303","NNMT","4837",-0.354854248511904
"7304","NNAT","4826",-0.0977432523729748
"7305","NMUR2","56923",-0.0998206083712638
"7306","NMUR1","10316",0.0721991927787966
"7307","NMU","10874",0.322094272709136
"7308","NMT2","9397",0.412220808468925
"7309","NMT1","4836",0.171955059077564
"7310","NMS","129521",0.100761693724207
"7311","NMNAT3","349565",-0.159417547484683
"7312","NMNAT2","23057",-0.15561009688036
"7313","NMNAT1","64802",-0.0693507744122597
"7314","NMI","9111",-0.385961969691496
"7315","NME7","29922",0.320678928760736
"7316","NME6","10201",0.218838108306898
"7317","NME5","8382",-0.316361643684405
"7318","NME4","4833",-0.35928075297078
"7319","NME3","4832",0.349110490487411
"7320","NME2P1","283458",-0.27591905045801
"7321","NME2","4831",-0.485270264697964
