"","SYMBOL","ENTREZID","R"
"4705","RCN1","5954",-0.383108582219482
"4706","RCL1","10171",0.278118281318629
"4707","RCHY1","25898",0.255739563284823
"4708","RCE1","9986",0.276093528195473
"4710","RCCD1","91433",0.179278714788879
"4711","RCC2","55920",0.28118087342647
"4712","RCC1","1104",0.178144184534489
"4713","RCBTB2","1102",0.211886423276029
"4714","RCBTB1","55213",0.152080922658098
"4716","RC3H1","149041",0.11099248618019
"4717","RBX1","9978",-0.255853328251207
"4720","RBPMS2","348093",-0.133424452224763
"4721","RBPMS","11030",-0.247509195635294
"4722","RBPJ","3516",-0.016901164152896
"4723","RBP7","116362",-0.0280337942654547
"4724","RBP5","83758",0.129889446523502
"4725","RBP4","5950",-0.0058658217331429
"4726","RBP3","5949",0.130444277604485
"4727","RBP2","5948",-0.139399308420213
"4728","RBP1","5947",-0.292202343336224
"4729","RBMY2FP","159162",-0.292894648403846
"4730","RBMY2EP","159125",0.0397797596568793
"4731","RBMY1J","378951",0.200995959146555
"4732","RBMY1F","159163",0.27948725136697
"4733","RBMY1E","378950",-0.0331363442335379
"4734","RBMY1B","378948",-0.070693066633294
"4735","RBMY1A3P","286557",-0.216801448251877
"4736","RBMY1A1","5940",-0.306604348845186
"4737","RBMXL1","494115",-0.354593970536875
"4738","RBMX2","51634",-0.195424496202417
"4739","RBMX","27316",0.30765735505822
"4740","RBMS3","27303",-0.121141692747077
"4741","RBMS2","5939",-0.0584110426712541
"4742","RBMS1","5937",0.131780027701106
"4744","RBM8A","9939",-0.380081373347349
"4745","RBM7","10179",-0.239316452961543
"4746","RBM6","10180",0.0848119955864214
"4747","RBM5","10181",0.376285172225171
"4748","RBM4B","83759",0.275338202694184
"4749","RBM41","55285",-0.351122213411483
"4750","RBM4","5936",0.324874566682233
"4751","RBM39","9584",0.0984450742918274
"4752","RBM38","55544",-0.236474953358335
"4754","RBM34","23029",-0.223014245162203
"4755","RBM33","155435",0.257069799691579
"4756","RBM3","5935",-0.366330698581345
"4757","RBM28","55131",0.46711468110724
"4758","RBM25","58517",-0.219646635927531
"4759","RBM24","221662",0.0350272375772775
"4760","RBM23","55147",-0.00798727084235538
"4761","RBM22","55696",0.239439698001128
"4763","RBM19","9904",-0.189566634111107
"4764","RBM18","92400",0.220177179834382
"4765","RBM17","84991",0.417353721973432
"4766","RBM15B","29890",0.0401752098153075
"4767","RBM15","64783",0.147647401676563
"4768","RBM14","10432",0.274892399831382
"4770","RBM12B","389677",-0.0266875415849018
"4771","RBM12","10137",0.505873058983144
"4772","RBM11","54033",-0.133363734225499
"4773","RBM10","8241",0.115883953488684
"4774","RBL2","5934",0.330251963916095
"4775","RBL1","5933",0.393703003575706
"4776","RBKS","64080",0.257386770585233
"4779","RBCK1","10616",0.130261486201013
"4780","RBBP9","10741",0.341902777707417
"4781","RBBP8","5932",0.175931590023689
"4782","RBBP7","5931",-0.127308893117846
"4783","RBBP6","5930",-0.0406906218042503
"4784","RBBP5","5929",0.176966520431983
"4785","RBBP4","5928",-0.254815723690848
"4786","RBAK","57786",0.180431435779364
"4788","RB1CC1","9821",-0.267453718636638
"4789","RB1","5925",0.293611207923675
"4792","RAX","30062",-0.350725231445762
"4793","RAVER2","55225",0.209757417254292
"4794","RAVER1","125950",0.0143333721258745
"4795","RASSF8","11228",-0.0133634256247287
"4796","RASSF7","8045",0.271479634901734
"4797","RASSF6","166824",-0.395916826299863
"4798","RASSF5","83593",0.152151747992467
"4799","RASSF4","83937",0.0772583565851598
"4800","RASSF3","283349",-0.101851704927398
"4801","RASSF2","9770",-0.0333867955585075
"4802","RASSF1","11186",0.384397767009642
"4803","RASL12","51285",-0.000392112088787107
"4804","RASL11B","65997",0.369677727401268
"4805","RASL11A","387496",0.0859041718335537
"4806","RASL10B","91608",0.0301677595539541
"4807","RASIP1","54922",0.0727549014324601
"4808","RASGRP4","115727",-0.235880924246107
"4809","RASGRP3","25780",0.179116232578936
"4810","RASGRP2","10235",0.129151820710677
"4811","RASGRP1","10125",-0.166719178799378
"4812","RASGRF2","5924",0.156001205334735
"4813","RASGRF1","5923",0.0631176492249427
"4814","RASGEF1C","255426",-0.0228035793430449
"4815","RASGEF1B","153020",0.032676312404602
"4816","RASGEF1A","221002",-0.0290357793118911
"4817","RASEF","158158",-0.00557665009566659
"4818","RASD2","23551",-0.109965010997833
"4819","RASD1","51655",0.131257059615548
"4820","RASAL2","9462",-0.156789445144209
"4821","RASAL1","8437",-0.199616150460757
"4822","RASA4","10156",-0.0704100963505711
"4823","RASA3","22821",0.301059397753844
"4824","RASA2","5922",0.0872837187966699
"4825","RASA1","5921",0.387314587067912
"4829","RARRES2","5919",-0.231007236752153
"4830","RARRES1","5918",0.238163227437636
"4831","RARG","5916",-0.0633607368814677
"4832","RARB","5915",-0.14974907350086
"4833","RARA","5914",-0.189534343021326
"4835","RAPSN","5913",-0.0995744143448622
"4836","RAPH1","65059",-0.0711538863933426
"4837","RAPGEFL1","51195",-0.0163615536247284
"4838","RAPGEF6","51735",0.133596852092091
"4839","RAPGEF4","11069",0.328368927038258
"4840","RAPGEF3","10411",0.0330668978382377
"4841","RAPGEF1","2889",0.101754526510084
"4843","RAP2C","57826",-0.305059062681577
"4844","RAP2B","5912",0.226247376913621
"4845","RAP2A","5911",0.24375328095695
"4846","RAP1GDS1","5910",0.0604444935051307
"4848","RAP1B","5908",-0.309227594222051
"4849","RAP1A","5906",-0.191232840135866
"4851","RANGAP1","5905",0.145121286903146
"4852","RANBP9","10048",-0.341903547547333
"4853","RANBP6","26953",-0.294545291901887
"4855","RANBP3L","202151",-0.121468461801
"4856","RANBP3","8498",0.155084011788634
"4857","RANBP2","5903",0.0151010754488255
"4858","RANBP17","64901",-0.107521051853394
"4859","RANBP10","57610",-0.139381819730338
"4860","RANBP1","5902",-0.0710156260575561
"4861","RAN","5901",0.354489960739691
"4862","RAMP3","10268",-0.10025365542378
"4863","RAMP2","10266",-0.217086091765261
"4864","RAMP1","10267",-0.0771323590638741
"4865","RALY","22913",0.000984334989394381
"4866","RALGPS2","55103",0.0577751681696892
"4867","RALGPS1","9649",0.47730255957779
"4868","RALGDS","5900",0.189908840781945
"4869","RALBP1","10928",-0.338038354848267
"4870","RALB","5899",0.06573650782504
"4871","RALA","5898",0.367046410430514
"4874","RAI14","26064",-0.0260175486409313
"4875","RAI1","10743",0.282062322227612
"4877","RAG2","5897",-0.235459281560792
"4879","RAG1","5896",0.070596668788632
"4881","RAF1","5894",-0.190395986445106
"4882","RAET1L","154064",-0.140408991044876
"4883","RAET1G","353091",-0.0280227982869364
"4884","RAET1E","135250",-0.158578795664065
"4885","RAE1","8480",0.287398642909424
"4886","RAD9B","144715",0.0281139899942768
"4887","RAD9A","5883",0.53059019364253
"4888","RAD54L","8438",0.110234723216338
"4889","RAD54B","25788",0.249003731994518
"4891","RAD52","5893",0.139625533799887
"4894","RAD51C","5889",-0.0180645730703379
"4895","RAD51AP1","10635",0.310111730034827
"4896","RAD51","5888",-0.344969723723189
"4897","RAD50","10111",0.424393824537886
"4898","RAD23B","5887",0.130372334910085
"4899","RAD23A","5886",-0.331953885158816
"4900","RAD21","5885",-0.365322240956589
"4901","RAD18","56852",-0.114368750081975
"4902","RAD17","5884",0.319158094011151
"4903","RAD1","5810",-0.0468324161294468
"4904","RACGAP1","29127",0.399285248773568
"4905","RAC3","5881",-0.404124576606269
"4906","RAC2","5880",0.0211599147844494
"4907","RAC1","5879",0.161539556001549
"4910","RABL3","285282",0.433564913686052
"4911","RABL2B","11158",0.228497916967541
"4912","RABL2A","11159",-0.131755711362186
"4913","RABIF","5877",0.427886502910218
"4914","RABGGTB","5876",-0.029615285792639
"4915","RABGGTA","5875",0.25176656265511
"4916","RABGEF1","27342",-0.213872377636177
"4917","RABGAP1","23637",0.183278625220403
"4918","RABEPK","10244",-0.213909968135012
"4919","RABEP2","79874",0.337775003528722
"4920","RABEP1","9135",0.415266464090448
"4921","RABAC1","10567",0.0891677472637842
"4922","RAB9B","51209",0.0603109187266484
"4923","RAB9A","9367",0.316653917372935
"4924","RAB8B","51762",-0.201991336126118
"4925","RAB8A","4218",0.223024016327289
"4927","RAB7B","338382",0.0636285480411921
"4931","RAB6C","84084",-0.0728019199688222
"4932","RAB6B","51560",-0.167353072276196
"4933","RAB6A","5870",-0.35777806868275
"4934","RAB5C","5878",-0.310736437634579
"4935","RAB5B","5869",-0.0434165165100681
"4936","RAB5A","5868",-0.195355062552724
"4937","RAB4B","53916",-0.222839054502998
"4938","RAB4A","5867",0.183650513120517
"4939","RAB43","339122",-0.100711566307969
"4940","RAB42","115273",-0.218682138625324
"4941","RAB41","347517",-0.278919881573271
"4942","RAB40C","57799",0.29906593220977
"4943","RAB40B","10966",0.0463145554872917
"4944","RAB40A","142684",0.00818916907105959
"4945","RAB3IP","117177",0.166594268732969
"4946","RAB3IL1","5866",-0.183655400268908
"4947","RAB3GAP1","22930",0.379124413770171
"4948","RAB3D","9545",-0.145834429660527
"4949","RAB3C","115827",0.213860963513539
"4950","RAB3B","5865",-0.118720614767964
"4951","RAB3A","5864",0.157767616144023
"4952","RAB39B","116442",-0.205487539975553
"4954","RAB38","23682",0.0327494781697265
"4955","RAB37","326624",0.012462769881452
"4956","RAB36","9609",0.261445000890797
"4957","RAB35","11021",0.0505558431755724
"4958","RAB34","83871",0.260370074030085
"4959","RAB33B","83452",-0.329779474502693
"4960","RAB33A","9363",0.447215359910925
"4961","RAB32","10981",0.156915941715631
"4962","RAB31","11031",0.095986492458339
"4963","RAB30","27314",0.431625355517366
"4964","RAB2B","84932",-0.0330679258849417
"4965","RAB28","9364",0.351955877852967
"4966","RAB27B","5874",0.197438801342994
"4967","RAB27A","5873",-0.348183165128822
"4968","RAB26","25837",-0.104152405748429
"4969","RAB25","57111",0.0657340740642808
"4970","RAB24","53917",0.0771716312693658
"4971","RAB23","51715",0.497636577319374
"4972","RAB22A","57403",0.248351629814802
"4973","RAB21","23011",-0.0210821014910018
"4974","RAB20","55647",-0.157221541714339
"4976","RAB1B","81876",-0.206859776277961
"4977","RAB1A","5861",0.0483987094819
"4979","RAB18","22931",-0.137371696206633
"4980","RAB17","64284",-0.309159763461888
"4981","RAB15","376267",0.218293643980065
"4982","RAB14","51552",-0.166758856597439
"4983","RAB13","5872",0.0421191455044338
"4984","RAB12","201475",0.0509448937950423
"4985","RAB11FIP5","26056",0.124565921435185
"4986","RAB11FIP4","84440",-0.0283581593293364
"4987","RAB11FIP3","9727",0.249559959548588
"4988","RAB11FIP2","22841",0.295471772790666
"4989","RAB11FIP1","80223",-0.0340316923663705
"4990","RAB11B","9230",-0.274342098662446
"4991","RAB11A","8766",0.254641386908286
"4992","RAB10","10890",0.0705914955050199
"4993","R3HDML","140902",-0.211021585883559
"4994","R3HDM2","22864",0.180740073496367
"4995","R3HDM1","23518",-0.221723437163568
"4997","QTRT1","81890",0.205124414177931
"4998","QSER1","79832",-0.0322213083925207
"5001","QRSL1","55278",0.161100411289875
"5002","QRICH2","84074",0.0592721288216028
"5003","QRICH1","54870",0.424279706754778
"5004","QPRT","23475",0.269034136944464
"5005","QPCTL","54814",0.254689237391662
"5006","QPCT","25797",0.188331741936764
"5008","QKI","9444",0.231235839097611
"5010","QDPR","5860",0.305884597054564
"5012","PZP","5858",0.0573953550230327
"5013","PYY2","23615",-0.20701721534028
"5014","PYY","5697",0.0210640056556285
"5015","PYHIN1","149628",0.0774866213586614
"5016","PYGO2","90780",0.231875467223818
"5017","PYGO1","26108",0.123802106830142
"5018","PYGM","5837",0.00966974227273584
"5019","PYGL","5836",-0.335860414316417
"5020","PYGB","5834",0.0450114680146311
"5021","PYDC1","260434",0.166391729756403
"5023","PYCR2","29920",0.0592123895473588
"5024","PYCR1","5831",-0.0868323084147875
"5025","PYCARD","29108",0.338212813987259
"5026","PXT1","222659",-0.0443923493189899
"5027","PXN","5829",-0.514767977359037
"5028","PXMP4","11264",-0.136340485921882
"5030","PXMP2","5827",0.472652365871286
"5031","PXK","54899",-0.0605361242336631
"5032","PXDNL","137902",-0.210487940950194
"5033","PXDN","7837",0.371000277704137
"5036","PWP1","11137",0.503035409658155
"5041","PVR","5817",0.0609104142405014
"5042","PVALB","5816",-0.0866147768105299
"5043","PUSL1","126789",0.409805909392057
"5044","PUS7L","83448",0.155523751880908
"5045","PUS7","54517",0.382349238122131
"5046","PUS3","83480",-0.0835091852622991
"5047","PUS1","80324",0.307246714887987
"5048","PURG","29942",-0.41322998970436
"5049","PURB","5814",0.498553583183525
"5050","PURA","5813",0.128825869577008
"5052","PUM2","23369",0.297071307084712
"5053","PUM1","9698",0.257211910554003
"5054","PTX3","5806",-0.181834461818035
"5056","PTTG2","10744",-0.147835035426987
"5057","PTTG1IP","754",0.0559617460557232
"5058","PTTG1","9232",0.179692102199814
"5059","PTS","5805",-0.0777825234495881
"5060","PTRH2","51651",0.403045281125726
"5061","PTRH1","138428",0.180360893708566
"5063","PTPRZ1","5803",-0.0322370330104986
"5064","PTPRU","10076",0.0641659865976485
"5065","PTPRT","11122",0.188017645523919
"5066","PTPRS","5802",-0.0488393541781621
"5067","PTPRR","5801",-0.219412438567429
"5068","PTPRO","5800",0.36890878474518
"5069","PTPRN2","5799",-0.286288679952508
"5070","PTPRN","5798",-0.309880358196505
"5071","PTPRM","5797",0.235989081994679
"5072","PTPRK","5796",0.234306165216416
"5073","PTPRH","5794",0.0805405964610301
"5074","PTPRG","5793",-0.151969109207422
"5075","PTPRF","5792",-0.175347604599014
"5076","PTPRE","5791",0.202918136227914
"5077","PTPRD","5789",-0.0342619291782628
"5078","PTPRCAP","5790",0.0529747577441706
"5079","PTPRC","5788",-0.148181824523922
"5080","PTPRB","5787",0.0850805333018421
"5081","PTPRA","5786",-0.209606427085918
"5083","PTPN9","5780",-0.0257399999087098
"5084","PTPN7","5778",0.0236401688580953
"5085","PTPN6","5777",0.1716957923324
"5086","PTPN5","84867",-0.213188996997693
"5087","PTPN4","5775",0.214720105417833
"5088","PTPN3","5774",-0.192146647234928
"5089","PTPN23","25930",-0.0518904042222059
"5090","PTPN22","26191",-0.140965444077772
"5091","PTPN21","11099",-0.150325706394397
"5094","PTPN2","5771",0.489083806334617
"5095","PTPN18","26469",-0.369659779765168
"5096","PTPN14","5784",-0.428540619336629
"5097","PTPN13","5783",-0.13838731373883
"5098","PTPN12","5782",-0.185223820994611
"5099","PTPN11","5781",-0.0296844668390056
"5100","PTPN1","5770",0.394230360292784
"5105","PTPDC1","138639",0.307442155115286
"5106","PTP4A3","11156",-0.288132006799548
"5107","PTP4A2","8073",0.23927316987332
"5108","PTP4A1","7803",-0.0870594720384865
"5109","PTOV1","53635",-0.101415799726717
"5110","PTN","5764",0.000852672668021623
"5111","PTMS","5763",-0.353173677043007
"5112","PTMA","5757",-0.301997256978539
"5115","PTK7","5754",-0.265305734822296
"5116","PTK6","5753",-0.183924131857746
"5117","PTK2B","2185",-0.279885474085506
"5118","PTK2","5747",0.0448697751460284
"5121","PTHLH","5744",-0.00627362117973803
"5122","PTH","5741",-0.0389077292231929
"5123","PTGS2","5743",-0.354347544780036
"5124","PTGS1","5742",-0.18892738969171
"5125","PTGIS","5740",0.243076112895225
"5126","PTGIR","5739",0.0370416526557507
"5127","PTGFRN","5738",-0.0634737396917467
"5128","PTGFR","5737",0.237912527853978
"5129","PTGES3","10728",-0.254945225935927
"5130","PTGES2","80142",-0.0409037870986441
"5131","PTGES","9536",0.185057276960317
"5132","PTGER4","5734",-0.169430495641731
"5133","PTGER3","5733",-0.154294287163923
"5134","PTGER2","5732",0.404367055032593
"5135","PTGER1","5731",0.0603510413075179
"5136","PTGDS","5730",-0.039753185727943
"5137","PTGDR","5729",0.240905428890115
"5138","PTF1A","256297",0.0374677028679036
"5139","PTER","9317",0.33666305129159
"5140","PTEN","5728",-0.123838419261381
"5141","PTDSS2","81490",0.117659631839638
"5142","PTDSS1","9791",0.482365106149211
"5147","PTCRA","171558",-0.166016784198482
"5148","PTCHD3","374308",0.106264937894558
"5149","PTCHD1","139411",-0.427363914409203
"5150","PTCH2","8643",0.0788991305806192
"5152","PTCD2","79810",0.478148680451159
"5153","PTCD1","26024",0.290562607389948
"5154","PTBP2","58155",0.0455631306572882
"5155","PTBP1","5725",0.302290525325175
"5156","PTAFR","5724",-0.220246082134572
"5157","PSTPIP2","9050",0.00758667787695347
"5158","PSTPIP1","9051",0.071321554957125
"5160","PSRC1","84722",0.456972021708059
"5161","PSPN","5623",0.137798619692767
"5162","PSPH","5723",-0.350010614611012
"5163","PSPC1","55269",0.0481247711892407
"5164","PSORS1C2","170680",-0.262570515767224
"5165","PSORS1C1","170679",-0.202063286123917
"5166","PSMF1","9491",-0.137061078655578
"5167","PSME4","23198",-0.141378234341981
"5168","PSME3","10197",0.120182998593353
"5169","PSME2","5721",0.0879099446391733
"5170","PSME1","5720",0.338649948332191
"5171","PSMD9","5715",0.494080868142187
"5172","PSMD8","5714",0.153172768020867
"5173","PSMD7","5713",0.474843919510388
"5174","PSMD6","9861",0.287175944467485
"5175","PSMD5","5711",-0.388920964513889
"5176","PSMD4","5710",-0.0494408753978972
"5177","PSMD3","5709",0.394253730232181
"5178","PSMD2","5708",0.263257001431928
"5179","PSMD14","10213",0.0279962642831488
"5180","PSMD13","5719",-0.299625194864087
"5181","PSMD12","5718",0.426575198597386
"5182","PSMD11","5717",-0.0226012601601826
"5183","PSMD10","5716",0.363392848648773
"5184","PSMD1","5707",0.169435895707554
"5185","PSMC6","5706",-0.228000027278611
"5186","PSMC5","5705",-0.0707949673134917
"5187","PSMC4","5704",0.291338353454394
"5188","PSMC3IP","29893",-0.185028039261675
"5189","PSMC3","5702",0.114273734136306
"5190","PSMC2","5701",0.411919056892601
"5191","PSMC1","5700",0.441099512173774
"5192","PSMB9","5698",0.288397020766384
"5193","PSMB8","5696",0.345387863922907
"5194","PSMB7","5695",0.324704434492005
"5195","PSMB6","5694",0.42789988164595
"5196","PSMB5","5693",0.469078210847385
"5197","PSMB4","5692",0.424736363235604
"5198","PSMB3","5691",0.440162256142103
"5199","PSMB2","5690",0.408756018907761
"5200","PSMB10","5699",0.237573079536856
"5201","PSMB1","5689",0.238325567182103
"5203","PSMA8","143471",-0.190238596444015
"5204","PSMA6","5687",0.325484573148496
"5205","PSMA5","5686",0.340911691955464
"5206","PSMA4","5685",-0.0857924022355336
"5207","PSMA3","5684",0.00560937803481272
"5208","PSMA2","5683",0.183279268609344
"5209","PSMA1","5682",0.396106384279598
"5210","PSKH2","85481",0.107843225180428
"5211","PSKH1","5681",-0.0190069454338138
"5213","PSIP1","11168",-0.129087668035098
"5214","PSG9","5678",-0.46811969587786
"5215","PSG8","440533",0.0217142962702127
"5216","PSG7","5676",0.0593447294112033
"5217","PSG6","5675",-0.320591066801894
"5218","PSG5","5673",0.10040858290439
"5219","PSG4","5672",-0.128686501197943
"5220","PSG3","5671",-0.271783166893759
"5221","PSG2","5670",-0.190713633301914
"5222","PSG11","5680",-0.0472810075323976
"5223","PSG1","5669",-0.143563421858197
"5225","PSENEN","55851",-0.306387568386453
"5226","PSEN2","5664",0.290717425726463
"5227","PSEN1","5663",-0.188933597824882
"5228","PSD4","23550",0.0219911092134672
"5229","PSD3","23362",-0.666820542693121
"5230","PSD2","84249",-0.03550166470899
"5231","PSD","5662",-0.229227277687677
"5237","PSCA","8000",-0.26168980679497
"5238","PSAT1","29968",0.213096488611091
"5240","PSAP","5660",0.0656738401188551
"5241","PRY","9081",0.00958932281587321
"5242","PRX","57716",-0.157154118347435
"5243","PRUNE2","158471",-0.205669984894127
"5245","PRTN3","5657",0.196276628411543
"5246","PRTG","283659",0.175526905616478
"5247","PRTFDC1","56952",0.0253249369018403
"5249","PRSS8","5652",0.138640358824709
"5251","PRSS35","167681",-0.359734662002002
"5252","PRSS33","260429",-0.0453650482606891
"5253","PRSS3","5646",-0.161716837332421
"5254","PRSS27","83886",-0.196630471115637
"5255","PRSS23","11098",0.126987915863752
"5256","PRSS22","64063",0.0614053020120003
"5257","PRSS21","10942",0.0895376519161166
"5258","PRSS2","5645",0.0920593212561004
"5259","PRSS16","10279",-0.0374271685032047
"5261","PRSS12","8492",0.180425274182802
"5262","PRSS1","5644",0.0245934171846146
"5263","PRRX2","51450",0.184245452298542
"5264","PRRX1","5396",-0.0153446815288029
"5265","PRRT3","285368",0.231243422371689
"5266","PRRT2","112476",0.0430735989950418
"5267","PRRT1","80863",0.0980532635397345
"5268","PRRG4","79056",-0.502644792549422
"5269","PRRG3","79057",0.017824511600418
"5270","PRRG2","5639",0.230760777296485
"5271","PRRG1","5638",-0.113995103830423
"5273","PRR7","80758",0.25199001648798
"5275","PRR5","55615",-0.236722387605075
"5276","PRR4","11272",0.172974279898343
"5277","PRR3","80742",-0.0280521874591398
"5278","PRR15","222171",-0.00826833347836483
"5279","PRR13","54458",0.341404362958038
"5280","PRR11","55771",0.229926809297105
"5281","PRPSAP2","5636",-0.109427915057334
"5282","PRPSAP1","5635",0.584024594251535
"5283","PRPS2","5634",0.00574795909420538
"5284","PRPS1L1","221823",-0.137114716195508
"5285","PRPS1","5631",0.32383149047043
"5286","PRPH","5630",-0.0980929873969315
"5287","PRPF8","10594",-0.163636100630998
"5288","PRPF4B","8899",0.339129493844115
"5289","PRPF40B","25766",-0.104127851633318
"5290","PRPF4","9128",0.410989543212842
"5291","PRPF39","55015",-0.287345049219103
"5292","PRPF38B","55119",0.141782282489452
"5293","PRPF38A","84950",0.376174489999847
"5294","PRPF31","26121",0.149795334123818
"5295","PRPF3","9129",0.14902749268304
"5296","PRPF19","27339",-0.012967574160943
"5297","PRPF18","8559",-0.252613230103534
"5299","PROZ","8858",-0.00520380699698847
"5300","PROX1","5629",-0.0464180688194135
"5303","PROS1","5627",-0.226670792469717
"5304","PROP1","5626",0.0178519186502923
"5305","PROM2","150696",-0.0408021321521475
"5306","PROM1","8842",0.368753472578218
"5308","PROKR2","128674",-0.243474662666557
"5309","PROKR1","10887",0.0229550799995599
"5310","PROK2","60675",0.1345044870846
"5311","PROK1","84432",0.120581318120744
"5312","PRODH2","58510",-0.0740320716104408
"5313","PRODH","5625",0.0318726725227509
"5314","PROCR","10544",0.0641873334896379
"5315","PROCA1","147011",-0.131242797226723
"5316","PROC","5624",0.0302546754527966
"5321","PRNT","149830",-0.330087092407284
"5323","PRNP","5621",0.108508744988433
"5324","PRND","23627",-0.0903548566766336
"5325","PRMT8","56341",-0.265655307191206
"5326","PRMT7","54496",0.209433803949691
"5327","PRMT6","55170",0.134552316339269
"5328","PRMT5","10419",0.0917658728050152
"5329","PRMT2","3275",0.143144075671835
"5330","PRMT1","3276",0.0923632311794944
"5331","PRM3","58531",-0.0749790298461949
"5332","PRM2","5620",0.0223950582397419
"5333","PRM1","5619",-0.00767681354086606
"5334","PRLR","5618",0.0469051131261051
"5335","PRLHR","2834",-0.395301462789219
"5336","PRLH","51052",-0.321444457590027
"5337","PRL","5617",0.107152694151693
"5338","PRKY","5616",-0.384303530563702
"5339","PRKX","5613",0.223699987260471
"5341","PRKRIP1","79706",0.0754890066755447
"5342","PRKG2","5593",-0.00226455616672466
"5343","PRKG1","5592",-0.287364545173551
"5344","PRKDC","5591",-0.15866503176242
"5345","PRKD3","23683",-0.0913980131955143
"5346","PRKD2","25865",-0.424509391885914
"5347","PRKD1","5587",0.0282437032604804
"5348","PRKCZ","5590",-0.0312103184648366
"5349","PRKCSH","5589",-0.143632347948666
"5350","PRKCQ","5588",0.240104248825906
"5351","PRKCI","5584",-0.159169095527114
"5352","PRKCH","5583",0.330795536114808
"5353","PRKCG","5582",-0.102109549023093
"5354","PRKCE","5581",0.334702032360365
"5356","PRKCD","5580",0.143264700110841
"5360","PRKCA","5578",-0.0935570054011594
"5361","PRKAR2B","5577",-0.288559588483545
"5362","PRKAR2A","5576",0.328304638662077
"5363","PRKAR1B","5575",0.397676939573596
"5364","PRKAR1A","5573",-0.160768872416715
"5365","PRKAG3","53632",-0.433035290500591
"5366","PRKAG2","51422",0.195044506287566
"5367","PRKAG1","5571",0.0340048144681284
"5368","PRKACG","5568",-0.394658955755188
"5369","PRKACB","5567",0.312653690817401
"5370","PRKACA","5566",-0.246762029293317
"5371","PRKAB2","5565",0.328327407531872
"5372","PRKAB1","5564",0.367489730778165
"5373","PRKAA2","5563",-0.0276310573869254
"5374","PRKAA1","5562",-0.234347411258881
"5375","PRIMA1","145270",0.0762516894614098
"5377","PRIM1","5557",0.152418495906524
"5378","PRICKLE2","166336",-0.0586449214005898
"5379","PRICKLE1","144165",0.245874257164304
"5381","PRH2","5555",-0.24906705934486
"5382","PRH1","5554",0.0146875116318377
"5383","PRG3","10394",-0.353516180893387
"5384","PRG2","5553",0.0132149463409594
"5386","PRF1","5551",0.12513829267708
"5387","PREX1","57580",-0.359519186293759
"5388","PREPL","9581",0.339106220657511
"5389","PREP","5550",0.248280890359474
"5390","PRELP","5549",-0.243077529009766
"5391","PRELID2","153768",-0.117236111744522
"5392","PRELID1","27166",0.0809449761816013
"5395","PREB","10113",0.190087462804761
"5396","PRDX6","9588",0.275454378801113
"5397","PRDX5","25824",0.0417664455698345
"5398","PRDX4","10549",-0.0228500698990354
"5399","PRDX3","10935",0.25447085518935
"5400","PRDX2","7001",-0.294807484700067
"5401","PRDX1","5052",0.282221578958184
"5402","PRDM9","56979",-0.25040338729667
"5403","PRDM8","56978",0.00436820531052958
"5404","PRDM7","11105",-0.10781420746804
"5405","PRDM5","11107",-0.305462627100848
"5406","PRDM4","11108",0.151512187956963
"5407","PRDM2","7799",-0.278223319752752
"5408","PRDM16","63976",-0.18447347658873
"5409","PRDM15","63977",0.145475493847613
"5410","PRDM14","63978",-0.313019794059296
"5411","PRDM13","59336",-0.0248750817328348
"5412","PRDM12","59335",0.224496739657136
"5413","PRDM11","56981",0.179075288884209
"5414","PRDM10","56980",0.229031152931431
"5415","PRDM1","639",-0.123182139180365
"5416","PRCP","5547",0.370934307788687
"5417","PRCC","5546",0.23472670153756
"5418","PRC1","9055",0.289222916997625
"5419","PRB4","5545",0.120119300049464
"5420","PRB3","5544",-0.294432630931729
"5421","PRB2","653247",-0.168992389303785
"5422","PRB1","5542",-0.0838354688518801
"5423","PRAP1","118471",-0.403002274697745
"5424","PRAMEF9","343070",-0.225423167542822
"5425","PRAMEF8","391002",-0.276789495706636
"5426","PRAMEF7","441871",-0.441638980646313
"5427","PRAMEF6","440561",-0.0798420955003068
"5428","PRAMEF5","343068",0.00664476878980085
"5429","PRAMEF4","400735",-0.135656458619217
"5431","PRAMEF10","343071",-0.0597321321937902
"5432","PRAMEF1","65121",-0.10608268496755
"5433","PRAME","23532",-0.293798584048837
"5434","PRAM1","84106",0.0309474877341219
"5435","PRAF2","11230",-0.0918372984292801
"5440","PQBP1","10084",0.0432568238743515
"5443","PPY","5539",0.169193646967459
"5444","PPWD1","23398",0.529422481821434
"5445","PPT2","9374",0.18110028702306
"5446","PPT1","5538",-0.17060011849969
"5447","PPRC1","23082",0.366931103450303
"5448","PPP6C","5537",0.364158242342063
"5449","PPP5C","5536",-0.234157473640651
"5450","PPP4R2","151987",-0.203646043064174
"5451","PPP4R1L","55370",0.0893312428336506
"5452","PPP4R1","9989",-0.310000555299498
"5453","PPP3R2","5535",-0.114328807954094
"5454","PPP3R1","5534",-0.1451732279996
"5455","PPP3CC","5533",0.300093814410768
"5456","PPP3CB","5532",0.40835316161201
"5457","PPP3CA","5530",-0.352974219041093
"5458","PPP2R5E","5529",0.308841762614289
"5459","PPP2R5D","5528",0.0273291137351247
"5460","PPP2R5C","5527",0.36828844838662
"5461","PPP2R5B","5526",-0.303087052297762
"5462","PPP2R5A","5525",0.0107278109427285
"5464","PPP2R3C","55012",-0.343975439241921
